comm_id,student_id,channel,subject,sent_date,status,responded,response_date
COM00327,STU0309,email,Wellbeing check-in,2025-03-16,No response,False,
COM00328,STU0310,sms,We noticed you missed class today,2025-03-01,No response,False,
COM00329,STU0310,sms,Office hours running today - come by,2025-03-06,Sent,False,
COM00330,STU0310,meeting,Wellbeing meeting,2025-03-08,Attended,True,2025-03-08
COM00331,STU0310,meeting,1:1 retention meeting,2025-03-15,No-show,False,
COM00332,STU0312,email,Resources to help you catch up,2025-03-03,No response,False,
COM00333,STU0312,phone,Catch-up call,2025-03-14,Answered,True,2025-03-16
COM00334,STU0313,email,Engagement check-in,2025-02-20,No response,False,
COM00335,STU0313,email,Wellbeing check-in,2025-03-01,No response,False,
COM00336,STU0314,email,We've noticed you missed class - are you OK?,2025-02-25,Opened,False,
COM00337,STU0314,email,We've noticed you missed class - are you OK?,2025-03-10,Opened,False,
COM00338,STU0315,sms,Office hours running today - come by,2025-02-26,Sent,False,
COM00339,STU0315,sms,Quick check-in - drop by office hours?,2025-03-22,Replied,True,2025-03-22
COM00340,STU0316,email,Assessment support is available,2025-03-08,No response,False,
COM00341,STU0317,meeting,1:1 retention meeting,2025-03-04,No-show,False,
COM00342,STU0317,email,Wellbeing check-in,2025-03-09,Sent,False,
COM00343,STU0317,sms,Quick check-in - drop by office hours?,2025-03-11,Sent,False,
COM00344,STU0320,email,We've noticed you missed class - are you OK?,2025-03-13,No response,False,
COM00345,STU0320,phone,Catch-up call,2025-03-15,Voicemail,False,
COM00346,STU0321,email,Attendance reminder,2025-03-08,No response,False,
COM00347,STU0321,email,Attendance reminder,2025-03-20,Sent,False,
COM00348,STU0325,phone,Welfare call from your personal tutor,2025-02-22,Answered,True,2025-02-25
COM00349,STU0329,phone,Tutor check-in call,2025-02-25,No answer,False,
COM00350,STU0330,phone,Catch-up call,2025-03-11,No answer,False,
COM00351,STU0331,sms,Office hours running today - come by,2025-03-13,Replied,True,2025-03-16
COM00352,STU0333,email,Wellbeing check-in,2025-03-10,No response,False,
COM00353,STU0333,in_person,Corridor catch-up,2025-03-22,Conversation held,True,2025-03-22
COM00354,STU0334,email,Assessment support is available,2025-03-03,Replied,True,2025-03-06
COM00355,STU0335,email,Attendance reminder,2025-02-28,No response,False,
COM00356,STU0335,phone,Catch-up call,2025-03-05,No answer,False,
COM00357,STU0338,phone,Tutor check-in call,2025-02-24,Voicemail,False,
COM00358,STU0338,email,Engagement check-in,2025-02-25,Sent,False,
COM00359,STU0338,email,Engagement check-in,2025-03-22,No response,False,
COM00360,STU0340,sms,Office hours running today - come by,2025-02-22,No response,False,
COM00361,STU0342,sms,We noticed you missed class today,2025-03-22,Sent,False,
COM00362,STU0344,sms,Quick check-in - drop by office hours?,2025-03-05,Sent,False,
COM00363,STU0344,email,Engagement check-in,2025-03-08,No response,False,
COM00364,STU0344,phone,Catch-up call,2025-03-09,No answer,False,
COM00365,STU0344,in_person,Class chat,2025-03-10,Conversation held,True,2025-03-10
COM00366,STU0344,email,Attendance reminder,2025-03-22,No response,False,
COM00367,STU0345,email,Attendance reminder,2025-02-23,Opened,False,
COM00368,STU0345,email,Wellbeing check-in,2025-02-23,No response,False,
COM00369,STU0345,sms,We noticed you missed class today,2025-02-27,Sent,False,
COM00370,STU0345,sms,We noticed you missed class today,2025-03-19,Sent,False,
COM00371,STU0348,sms,We noticed you missed class today,2025-03-19,Sent,False,
COM00372,STU0349,in_person,Corridor catch-up,2025-03-13,Conversation held,True,2025-03-16
COM00373,STU0350,email,Assessment support is available,2025-03-07,Sent,False,
COM00374,STU0352,sms,We noticed you missed class today,2025-02-20,Sent,False,
COM00375,STU0353,email,Assessment support is available,2025-02-20,No response,False,
COM00376,STU0359,email,Resources to help you catch up,2025-02-26,No response,False,
COM00377,STU0362,email,We've noticed you missed class - are you OK?,2025-03-04,Sent,False,
COM00378,STU0362,meeting,Wellbeing meeting,2025-03-07,Attended,True,2025-03-09
COM00379,STU0363,sms,Quick check-in - drop by office hours?,2025-03-08,No response,False,
COM00380,STU0363,sms,We noticed you missed class today,2025-03-20,Sent,False,
COM00381,STU0366,sms,Quick check-in - drop by office hours?,2025-02-20,No response,False,
COM00382,STU0366,in_person,Class chat,2025-03-05,Conversation held,True,2025-03-06
COM00383,STU0366,email,Attendance reminder,2025-03-17,Opened,False,
COM00384,STU0368,email,Assessment support is available,2025-03-10,Opened,False,
COM00385,STU0368,sms,Office hours running today - come by,2025-03-13,No response,False,
COM00386,STU0370,sms,We noticed you missed class today,2025-03-09,Replied,True,2025-03-11
COM00387,STU0371,email,Engagement check-in,2025-02-27,No response,False,
COM00388,STU0372,email,Wellbeing check-in,2025-03-09,Sent,False,
COM00389,STU0374,email,Assessment support is available,2025-03-17,No response,False,
COM00390,STU0378,sms,We noticed you missed class today,2025-03-22,Sent,False,
COM00391,STU0379,meeting,Wellbeing meeting,2025-03-06,Rescheduled,False,
COM00392,STU0379,email,Assessment support is available,2025-03-12,No response,False,
COM00393,STU0379,phone,Tutor check-in call,2025-03-20,Answered,True,2025-03-20
COM00394,STU0382,email,Assessment support is available,2025-03-04,No response,False,
COM00395,STU0382,sms,We noticed you missed class today,2025-03-07,No response,False,
COM00396,STU0383,meeting,1:1 retention meeting,2025-02-22,No-show,False,
COM00397,STU0383,meeting,Wellbeing meeting,2025-02-28,Attended,True,2025-03-03
COM00398,STU0383,phone,Catch-up call,2025-03-06,No answer,False,
COM00399,STU0384,email,Wellbeing check-in,2025-03-06,Opened,False,
COM00400,STU0384,email,Engagement check-in,2025-03-06,Opened,False,
COM00401,STU0384,phone,Catch-up call,2025-03-09,Answered,True,2025-03-12
COM00402,STU0384,email,Attendance reminder,2025-03-14,No response,False,
COM00403,STU0386,sms,Office hours running today - come by,2025-03-13,Sent,False,
COM00404,STU0387,in_person,Class chat,2025-03-06,Conversation held,True,2025-03-08
COM00405,STU0389,sms,Quick check-in - drop by office hours?,2025-03-18,Sent,False,
COM00406,STU0390,email,Resources to help you catch up,2025-03-10,Opened,False,
COM00407,STU0391,email,Engagement check-in,2025-02-20,No response,False,
COM00408,STU0391,sms,Office hours running today - come by,2025-03-12,Sent,False,
COM00409,STU0391,email,Assessment support is available,2025-03-16,Sent,False,
COM00410,STU0391,email,Resources to help you catch up,2025-03-16,No response,False,
COM00411,STU0391,in_person,Corridor catch-up,2025-03-22,Conversation held,True,2025-03-22
COM00412,STU0395,email,Resources to help you catch up,2025-02-20,No response,False,
COM00413,STU0395,sms,We noticed you missed class today,2025-02-26,Sent,False,
COM00414,STU0395,email,We've noticed you missed class - are you OK?,2025-02-28,Sent,False,
COM00415,STU0395,email,Wellbeing check-in,2025-03-18,No response,False,
COM00416,STU0396,sms,Quick check-in - drop by office hours?,2025-03-15,Sent,False,
COM00417,STU0397,email,Resources to help you catch up,2025-03-20,No response,False,
COM00418,STU0399,sms,We noticed you missed class today,2025-02-24,Sent,False,
COM00419,STU0399,email,We've noticed you missed class - are you OK?,2025-03-05,No response,False,
COM00420,STU0401,sms,We noticed you missed class today,2025-03-02,Sent,False,
COM00421,STU0401,email,Resources to help you catch up,2025-03-16,No response,False,
COM00422,STU0403,sms,Office hours running today - come by,2025-02-25,No response,False,
COM00423,STU0403,sms,We noticed you missed class today,2025-02-25,Sent,False,
COM00424,STU0403,email,Engagement check-in,2025-03-18,Sent,False,
COM00425,STU0403,email,Engagement check-in,2025-03-22,Sent,False,
COM00426,STU0407,sms,Office hours running today - come by,2025-02-20,Sent,False,
COM00427,STU0407,sms,Office hours running today - come by,2025-03-09,Sent,False,
COM00428,STU0408,email,Resources to help you catch up,2025-02-21,No response,False,
COM00429,STU0408,email,Engagement check-in,2025-03-05,No response,False,
COM00430,STU0408,meeting,1:1 retention meeting,2025-03-07,Rescheduled,False,
COM00431,STU0408,in_person,Corridor catch-up,2025-03-10,Conversation held,True,2025-03-11
COM00432,STU0408,email,Resources to help you catch up,2025-03-18,Opened,False,
COM00433,STU0408,sms,We noticed you missed class today,2025-03-18,No response,False,
COM00434,STU0408,in_person,Corridor catch-up,2025-03-20,Conversation held,True,2025-03-20
COM00435,STU0413,phone,Tutor check-in call,2025-03-04,No answer,False,
COM00436,STU0414,sms,Office hours running today - come by,2025-03-09,Sent,False,
COM00437,STU0414,sms,Quick check-in - drop by office hours?,2025-03-09,Sent,False,
COM00438,STU0415,email,Resources to help you catch up,2025-03-02,Sent,False,
COM00439,STU0416,email,Wellbeing check-in,2025-02-26,Sent,False,
COM00440,STU0419,email,Wellbeing check-in,2025-03-11,Replied,True,2025-03-14
COM00441,STU0419,meeting,Wellbeing meeting,2025-03-14,Attended,True,2025-03-16
COM00442,STU0419,email,Assessment support is available,2025-03-15,No response,False,
COM00443,STU0420,email,Engagement check-in,2025-02-22,Sent,False,
COM00444,STU0420,email,Engagement check-in,2025-03-01,No response,False,
COM00445,STU0420,email,Attendance reminder,2025-03-07,No response,False,
COM00446,STU0420,sms,We noticed you missed class today,2025-03-09,No response,False,
COM00447,STU0420,sms,Office hours running today - come by,2025-03-13,Sent,False,
COM00448,STU0420,meeting,Tutor catch-up meeting,2025-03-19,No-show,False,
COM00449,STU0421,sms,Office hours running today - come by,2025-03-14,Sent,False,
COM00450,STU0422,phone,Welfare call from your personal tutor,2025-02-26,Voicemail,False,
COM00451,STU0422,email,Resources to help you catch up,2025-03-05,No response,False,
COM00452,STU0423,sms,We noticed you missed class today,2025-03-19,Sent,False,
COM00453,STU0425,sms,Quick check-in - drop by office hours?,2025-03-22,No response,False,
COM00454,STU0426,email,Resources to help you catch up,2025-02-21,No response,False,
COM00455,STU0426,email,Attendance reminder,2025-03-20,No response,False,
COM00456,STU0427,sms,Office hours running today - come by,2025-03-11,No response,False,
COM00457,STU0427,email,Resources to help you catch up,2025-03-12,Replied,True,2025-03-14
COM00458,STU0429,email,Resources to help you catch up,2025-03-13,Replied,True,2025-03-13
COM00459,STU0429,email,We've noticed you missed class - are you OK?,2025-03-21,No response,False,
COM00460,STU0431,email,Engagement check-in,2025-03-14,No response,False,
COM00461,STU0431,email,Assessment support is available,2025-03-21,Sent,False,
COM00462,STU0432,in_person,Corridor catch-up,2025-03-06,Conversation held,True,2025-03-06
COM00463,STU0433,email,Engagement check-in,2025-03-12,Sent,False,
COM00464,STU0440,sms,We noticed you missed class today,2025-03-07,No response,False,
COM00465,STU0440,phone,Welfare call from your personal tutor,2025-03-19,No answer,False,
COM00466,STU0444,email,Wellbeing check-in,2025-03-19,Sent,False,
COM00467,STU0447,sms,Quick check-in - drop by office hours?,2025-03-05,No response,False,
COM00468,STU0447,email,We've noticed you missed class - are you OK?,2025-03-14,No response,False,
COM00469,STU0447,email,Attendance reminder,2025-03-17,No response,False,
COM00470,STU0451,sms,We noticed you missed class today,2025-03-06,Sent,False,
COM00471,STU0451,meeting,Wellbeing meeting,2025-03-15,No-show,False,
COM00472,STU0455,email,Attendance reminder,2025-03-17,Sent,False,
COM00473,STU0456,email,We've noticed you missed class - are you OK?,2025-03-20,No response,False,
COM00474,STU0457,meeting,Wellbeing meeting,2025-03-20,No-show,False,
COM00475,STU0458,sms,Quick check-in - drop by office hours?,2025-03-10,Sent,False,
COM00476,STU0461,meeting,1:1 retention meeting,2025-03-03,Attended,True,2025-03-03
COM00477,STU0461,sms,Office hours running today - come by,2025-03-20,Replied,True,2025-03-22
COM00478,STU0463,sms,We noticed you missed class today,2025-02-24,Sent,False,
COM00479,STU0466,email,Engagement check-in,2025-02-24,Sent,False,
COM00480,STU0466,meeting,1:1 retention meeting,2025-03-17,Attended,True,2025-03-17
COM00481,STU0467,phone,Welfare call from your personal tutor,2025-03-08,Voicemail,False,
COM00482,STU0468,meeting,Tutor catch-up meeting,2025-03-17,Attended,True,2025-03-19
COM00483,STU0471,email,Wellbeing check-in,2025-02-24,Sent,False,
COM00484,STU0471,sms,We noticed you missed class today,2025-02-27,Sent,False,
COM00485,STU0471,sms,We noticed you missed class today,2025-03-02,No response,False,
COM00486,STU0471,sms,Quick check-in - drop by office hours?,2025-03-04,Sent,False,
COM00487,STU0475,sms,Quick check-in - drop by office hours?,2025-03-07,Replied,True,2025-03-07
COM00488,STU0475,email,We've noticed you missed class - are you OK?,2025-03-07,No response,False,
COM00489,STU0475,phone,Catch-up call,2025-03-15,Answered,True,2025-03-17
COM00490,STU0477,email,Assessment support is available,2025-02-20,No response,False,
COM00491,STU0477,email,Engagement check-in,2025-02-20,Opened,False,
COM00492,STU0477,phone,Tutor check-in call,2025-02-21,No answer,False,
COM00493,STU0477,email,Assessment support is available,2025-02-27,Sent,False,
COM00494,STU0477,email,Resources to help you catch up,2025-03-04,No response,False,
COM00495,STU0477,email,Assessment support is available,2025-03-06,No response,False,
COM00496,STU0477,in_person,Corridor catch-up,2025-03-07,Conversation held,True,2025-03-08
COM00497,STU0477,meeting,1:1 retention meeting,2025-03-15,No-show,False,
COM00498,STU0477,meeting,Tutor catch-up meeting,2025-03-18,No-show,False,
COM00499,STU0479,email,Resources to help you catch up,2025-03-02,No response,False,
COM00500,STU0479,email,Resources to help you catch up,2025-03-09,Opened,False,
COM00501,STU0482,sms,We noticed you missed class today,2025-02-27,Sent,False,
COM00502,STU0484,email,Wellbeing check-in,2025-03-10,Sent,False,
COM00503,STU0484,email,Engagement check-in,2025-03-20,No response,False,
COM00504,STU0487,phone,Tutor check-in call,2025-02-20,No answer,False,
COM00505,STU0491,sms,Office hours running today - come by,2025-03-01,No response,False,
COM00506,STU0491,meeting,Wellbeing meeting,2025-03-04,Attended,True,2025-03-05
COM00507,STU0491,phone,Welfare call from your personal tutor,2025-03-09,No answer,False,
COM00508,STU0491,email,Wellbeing check-in,2025-03-09,No response,False,
COM00509,STU0491,email,Resources to help you catch up,2025-03-18,Opened,False,
COM00510,STU0494,phone,Welfare call from your personal tutor,2025-03-22,No answer,False,
COM00511,STU0496,email,Wellbeing check-in,2025-02-23,No response,False,
COM00512,STU0497,email,Attendance reminder,2025-02-26,No response,False,
COM00513,STU0497,email,Resources to help you catch up,2025-03-11,Sent,False,
COM00514,STU0499,email,Wellbeing check-in,2025-02-20,Sent,False,
COM00515,STU0499,email,We've noticed you missed class - are you OK?,2025-02-20,Sent,False,
COM00516,STU0499,email,Wellbeing check-in,2025-02-21,Opened,False,
COM00517,STU0499,sms,Office hours running today - come by,2025-03-08,Replied,True,2025-03-10
COM00518,STU0499,email,Resources to help you catch up,2025-03-18,No response,False,
COM00519,STU0500,sms,We noticed you missed class today,2025-03-20,No response,False,
COM00520,STU0502,email,Engagement check-in,2025-02-20,No response,False,
COM00521,STU0502,email,We've noticed you missed class - are you OK?,2025-03-09,Sent,False,
COM00522,STU0503,email,We've noticed you missed class - are you OK?,2025-03-22,No response,False,
COM00523,STU0504,email,Assessment support is available,2025-02-22,No response,False,
COM00524,STU0505,email,Attendance reminder,2025-03-03,No response,False,
COM00525,STU0506,email,We've noticed you missed class - are you OK?,2025-02-21,Opened,False,
COM00526,STU0506,email,Resources to help you catch up,2025-02-27,No response,False,
COM00527,STU0506,email,Attendance reminder,2025-03-10,Sent,False,
COM00528,STU0507,email,Attendance reminder,2025-02-20,Sent,False,
COM00529,STU0507,email,Wellbeing check-in,2025-02-23,No response,False,
COM00530,STU0507,sms,Quick check-in - drop by office hours?,2025-02-28,No response,False,
COM00531,STU0507,email,Assessment support is available,2025-03-02,Opened,False,
COM00532,STU0507,email,Wellbeing check-in,2025-03-06,No response,False,
COM00533,STU0507,meeting,1:1 retention meeting,2025-03-10,Rescheduled,False,
COM00534,STU0508,email,Engagement check-in,2025-02-21,Opened,False,
COM00535,STU0508,sms,Office hours running today - come by,2025-02-22,Sent,False,
COM00536,STU0508,sms,Office hours running today - come by,2025-03-08,Sent,False,
COM00537,STU0508,in_person,Corridor catch-up,2025-03-10,Conversation held,True,2025-03-12
COM00538,STU0519,sms,Office hours running today - come by,2025-02-20,Sent,False,
COM00539,STU0519,email,Resources to help you catch up,2025-03-16,No response,False,
COM00540,STU0519,sms,Office hours running today - come by,2025-03-19,Sent,False,
COM00541,STU0519,sms,We noticed you missed class today,2025-03-19,Sent,False,
COM00542,STU0519,email,Wellbeing check-in,2025-03-20,Opened,False,
COM00543,STU0520,sms,We noticed you missed class today,2025-02-28,No response,False,
COM00544,STU0521,email,Resources to help you catch up,2025-02-20,Opened,False,
COM00545,STU0521,phone,Catch-up call,2025-02-25,Voicemail,False,
COM00546,STU0524,email,We've noticed you missed class - are you OK?,2025-03-06,Opened,False,
COM00547,STU0526,email,Engagement check-in,2025-02-20,No response,False,
COM00548,STU0527,email,Resources to help you catch up,2025-03-04,Sent,False,
COM00549,STU0528,email,Attendance reminder,2025-02-23,No response,False,
COM00550,STU0528,email,We've noticed you missed class - are you OK?,2025-02-25,Sent,False,
COM00551,STU0528,email,Assessment support is available,2025-03-01,No response,False,
COM00552,STU0528,meeting,Wellbeing meeting,2025-03-03,No-show,False,
COM00553,STU0528,phone,Tutor check-in call,2025-03-17,No answer,False,
COM00554,STU0529,email,Resources to help you catch up,2025-03-06,Sent,False,
COM00555,STU0529,email,Wellbeing check-in,2025-03-17,No response,False,
COM00556,STU0533,in_person,Corridor catch-up,2025-03-08,Conversation held,True,2025-03-09
COM00557,STU0533,email,Engagement check-in,2025-03-17,No response,False,
COM00558,STU0535,email,We've noticed you missed class - are you OK?,2025-02-21,Sent,False,
COM00559,STU0535,email,Engagement check-in,2025-03-03,Opened,False,
COM00560,STU0535,phone,Catch-up call,2025-03-05,Answered,True,2025-03-05
COM00561,STU0535,email,Wellbeing check-in,2025-03-22,Opened,False,
COM00562,STU0536,email,Attendance reminder,2025-02-25,Sent,False,
COM00563,STU0536,phone,Catch-up call,2025-02-25,Answered,True,2025-02-28
COM00564,STU0536,in_person,Corridor catch-up,2025-03-02,Conversation held,True,2025-03-04
COM00565,STU0536,email,We've noticed you missed class - are you OK?,2025-03-14,Sent,False,
COM00566,STU0536,sms,We noticed you missed class today,2025-03-16,Sent,False,
COM00567,STU0538,sms,Office hours running today - come by,2025-02-22,Sent,False,
COM00568,STU0538,phone,Tutor check-in call,2025-02-24,Answered,True,2025-02-25
COM00569,STU0538,email,Assessment support is available,2025-03-02,No response,False,
COM00570,STU0538,sms,Office hours running today - come by,2025-03-03,No response,False,
COM00571,STU0538,email,Wellbeing check-in,2025-03-06,Sent,False,
COM00572,STU0541,meeting,1:1 retention meeting,2025-02-21,Attended,True,2025-02-23
COM00573,STU0541,phone,Welfare call from your personal tutor,2025-02-22,Voicemail,False,
COM00574,STU0541,email,Attendance reminder,2025-03-14,Opened,False,
COM00575,STU0541,email,We've noticed you missed class - are you OK?,2025-03-16,Sent,False,
COM00576,STU0542,phone,Tutor check-in call,2025-02-28,No answer,False,
COM00577,STU0543,email,Attendance reminder,2025-03-20,No response,False,
COM00578,STU0546,phone,Welfare call from your personal tutor,2025-02-26,No answer,False,
COM00579,STU0546,email,Attendance reminder,2025-03-08,Sent,False,
COM00580,STU0546,phone,Catch-up call,2025-03-16,Voicemail,False,
COM00581,STU0548,email,Attendance reminder,2025-03-07,Opened,False,
COM00582,STU0548,sms,We noticed you missed class today,2025-03-10,No response,False,
COM00583,STU0550,email,Wellbeing check-in,2025-02-20,Sent,False,
COM00584,STU0550,sms,We noticed you missed class today,2025-03-17,No response,False,
COM00585,STU0550,email,Assessment support is available,2025-03-19,No response,False,
COM00586,STU0551,email,Assessment support is available,2025-03-03,Opened,False,
COM00587,STU0551,sms,Office hours running today - come by,2025-03-14,Sent,False,
COM00588,STU0551,email,Wellbeing check-in,2025-03-22,Opened,False,
COM00589,STU0554,in_person,Class chat,2025-03-20,Conversation held,True,2025-03-22
COM00590,STU0557,email,Resources to help you catch up,2025-02-21,No response,False,
COM00591,STU0557,meeting,Wellbeing meeting,2025-02-21,No-show,False,
COM00592,STU0557,email,We've noticed you missed class - are you OK?,2025-02-22,Sent,False,
COM00593,STU0557,sms,Office hours running today - come by,2025-03-05,No response,False,
COM00594,STU0558,email,Assessment support is available,2025-03-05,Opened,False,
COM00595,STU0558,email,Resources to help you catch up,2025-03-20,Sent,False,
COM00596,STU0559,meeting,Wellbeing meeting,2025-03-13,No-show,False,
COM00597,STU0560,email,Engagement check-in,2025-03-19,No response,False,
COM00598,STU0561,email,Attendance reminder,2025-02-25,No response,False,
COM00599,STU0561,sms,Quick check-in - drop by office hours?,2025-03-05,No response,False,
COM00600,STU0562,email,We've noticed you missed class - are you OK?,2025-02-20,No response,False,
COM00601,STU0562,sms,We noticed you missed class today,2025-02-20,Sent,False,
COM00602,STU0562,email,Wellbeing check-in,2025-02-25,No response,False,
COM00603,STU0562,email,Resources to help you catch up,2025-03-17,Opened,False,
COM00604,STU0563,email,We've noticed you missed class - are you OK?,2025-03-03,Opened,False,
COM00605,STU0563,email,We've noticed you missed class - are you OK?,2025-03-14,Opened,False,
COM00606,STU0565,email,Attendance reminder,2025-02-25,Replied,True,2025-02-28
COM00607,STU0565,sms,Quick check-in - drop by office hours?,2025-03-07,Sent,False,
COM00608,STU0565,sms,We noticed you missed class today,2025-03-07,No response,False,
COM00609,STU0565,sms,We noticed you missed class today,2025-03-12,Sent,False,
COM00610,STU0570,in_person,Corridor catch-up,2025-02-28,Conversation held,True,2025-03-01
COM00611,STU0571,phone,Tutor check-in call,2025-03-05,Voicemail,False,
COM00612,STU0571,phone,Catch-up call,2025-03-05,Voicemail,False,
COM00613,STU0571,email,We've noticed you missed class - are you OK?,2025-03-07,No response,False,
COM00614,STU0571,email,We've noticed you missed class - are you OK?,2025-03-16,Opened,False,
COM00615,STU0572,email,Attendance reminder,2025-02-20,Opened,False,
COM00616,STU0572,email,We've noticed you missed class - are you OK?,2025-02-25,Opened,False,
COM00617,STU0572,email,Assessment support is available,2025-02-26,Opened,False,
COM00618,STU0572,email,We've noticed you missed class - are you OK?,2025-02-28,No response,False,
COM00619,STU0572,meeting,Tutor catch-up meeting,2025-03-02,No-show,False,
COM00620,STU0572,email,We've noticed you missed class - are you OK?,2025-03-10,Sent,False,
COM00621,STU0572,meeting,Tutor catch-up meeting,2025-03-10,No-show,False,
COM00622,STU0572,email,We've noticed you missed class - are you OK?,2025-03-17,No response,False,
COM00623,STU0573,phone,Welfare call from your personal tutor,2025-03-07,Answered,True,2025-03-09
COM00624,STU0575,sms,We noticed you missed class today,2025-02-23,Sent,False,
COM00625,STU0575,sms,Office hours running today - come by,2025-02-26,Sent,False,
COM00626,STU0575,email,Attendance reminder,2025-03-07,Sent,False,
COM00627,STU0575,email,Wellbeing check-in,2025-03-10,No response,False,
COM00628,STU0575,email,Engagement check-in,2025-03-17,No response,False,
COM00629,STU0578,email,Engagement check-in,2025-02-25,Sent,False,
COM00630,STU0578,sms,We noticed you missed class today,2025-03-19,No response,False,
COM00631,STU0580,email,Attendance reminder,2025-03-05,Replied,True,2025-03-06
COM00632,STU0581,sms,Office hours running today - come by,2025-03-01,Sent,False,
COM00633,STU0581,email,We've noticed you missed class - are you OK?,2025-03-17,Opened,False,
COM00634,STU0581,email,Wellbeing check-in,2025-03-18,Sent,False,
COM00635,STU0583,phone,Welfare call from your personal tutor,2025-03-03,Answered,True,2025-03-04
COM00636,STU0584,phone,Catch-up call,2025-02-20,No answer,False,
COM00637,STU0587,sms,Office hours running today - come by,2025-03-03,Sent,False,
COM00638,STU0587,phone,Welfare call from your personal tutor,2025-03-09,No answer,False,
COM00639,STU0587,sms,We noticed you missed class today,2025-03-13,Sent,False,
COM00640,STU0587,phone,Welfare call from your personal tutor,2025-03-14,Voicemail,False,
COM00641,STU0592,email,We've noticed you missed class - are you OK?,2025-02-28,No response,False,
COM00642,STU0592,phone,Welfare call from your personal tutor,2025-03-03,No answer,False,
COM00643,STU0592,sms,We noticed you missed class today,2025-03-07,No response,False,
COM00644,STU0592,meeting,Tutor catch-up meeting,2025-03-07,Rescheduled,False,
COM00645,STU0592,sms,Quick check-in - drop by office hours?,2025-03-15,Sent,False,
COM00646,STU0594,email,Resources to help you catch up,2025-03-08,Sent,False,
COM00647,STU0594,sms,We noticed you missed class today,2025-03-20,Sent,False,
COM00648,STU0595,email,Resources to help you catch up,2025-03-14,No response,False,
COM00649,STU0596,email,Attendance reminder,2025-02-24,Sent,False,
COM00650,STU0596,email,Resources to help you catch up,2025-03-09,Opened,False,
COM00651,STU0599,email,Wellbeing check-in,2025-03-01,No response,False,
COM00652,STU0600,meeting,Tutor catch-up meeting,2025-02-21,Rescheduled,False,
COM00653,STU0600,email,Attendance reminder,2025-02-25,Opened,False,
